username,tier,final_score,gnn_proba,sna_score,pagerank,betweenness_cent,eigenvector_cent,closeness_cent,degree,degree_cent,Jumlah_Komentar,Total_Like,community,label_final,n_criteria
muhamad rian,Tier 2 - Micro Influencer,0.686126205470545,0.9913152,0.2283426452338272,0.0011778240402253318,0.0038375968703735865,0.02158487706544723,0.3946751899184257,97,0.09857723577235773,1,0,0,1,3
faiqqqqqqq,Tier 3 - Regular User,0.6849237474795875,0.9799637,0.2423637591294192,0.0010967303684884075,0.00018195502402633385,0.039699086464564104,0.3743668135724038,115,0.116869918699187,1,0,2,1,3
bobin,Tier 3 - Regular User,0.6847708810245658,0.99308926,0.2222932847528819,0.0012623166016389202,0.004997560148541465,0.012738676623900371,0.4103793623200771,87,0.08841463414634147,1,0,1,1,3
danzzz,Tier 3 - Regular User,0.6837183851569908,0.9886154,0.22637278302759345,0.0012877996420151475,0.001428760472752235,0.01919479487369377,0.40770530044570646,106,0.10772357723577237,1,0,0,1,2
dilzz v2,Tier 3 - Regular User,0.6830062130884483,0.9857884,0.22883292530878255,0.0011218011962848451,0.005024439867999901,0.022514662070812652,0.3992078271484544,93,0.09451219512195123,1,0,0,1,3
alexxxx,Tier 3 - Regular User,0.6826188583301117,0.9862672,0.2271463024433975,0.0010595716842910197,0.0004962409746172742,0.03517584850146312,0.38670688159291977,107,0.10873983739837399,1,0,0,1,2
25,Tier 3 - Regular User,0.6821142250537839,0.98134536,0.23326749956606996,0.0010684756777951583,0.0033020701519324448,0.024215467479177306,0.4009131147484051,91,0.09247967479674797,3,3,2,1,3
vnn$fomo,Tier 3 - Regular User,0.6815610905985093,0.99705815,0.2083154967675745,0.0010613286922474552,0.0028182352016806024,0.02237570779797487,0.4078824865823626,92,0.0934959349593496,1,0,1,1,3
ajmilllllll267,Tier 3 - Regular User,0.6807903189648076,0.96858984,0.24909097432814126,0.0011471756680522102,0.000671992986460892,0.0387686226631074,0.3917101843180369,115,0.116869918699187,1,0,0,1,3
??,Tier 3 - Regular User,0.6807712329050282,0.99654895,0.20710453704505621,0.0009613879849148437,0.00022330843857777335,0.03369531930320394,0.37813763159791147,98,0.09959349593495936,1,0,2,1,2
septiana,Tier 3 - Regular User,0.6806606252516291,0.9592414,0.2627894777866655,0.0012677887352236393,0.0013295122778287803,0.03460034835334921,0.3951737270004279,124,0.12601626016260165,1,0,0,1,4
🐣,Tier 3 - Regular User,0.6802671879585547,0.9790233,0.23213305325705869,0.0009465621057649788,0.0009862789370518323,0.035749844386980006,0.3776811274148959,98,0.09959349593495936,3,0,2,1,2
マᥱž𝚊,Tier 3 - Regular User,0.6797333726863405,0.9611336,0.25763297318923983,0.0010497416498861185,0.0011599632781678782,0.040513485566453185,0.38323299372234226,105,0.10670731707317074,3,0,0,1,2
dly,Tier 3 - Regular User,0.6789397168187501,0.98850644,0.21458957792028818,0.0011914398644345583,0.0009924819492345483,0.021283426701661216,0.3975169850173724,101,0.10264227642276424,1,0,0,1,2
bimbim,Tier 3 - Regular User,0.6789048444346555,0.98095506,0.22582951464155518,0.0010834252861106435,0.001968422532648521,0.03052062620297119,0.3971805339085977,100,0.10162601626016261,1,0,2,1,2
m. rizqi_,Tier 3 - Regular User,0.6788081135162869,0.98328066,0.222099176498542,0.0011557881503726213,0.006180267804712635,0.014213802644519321,0.40401963048902984,91,0.09247967479674797,1,0,0,1,3
aton bae🚀🚀,Tier 3 - Regular User,0.67860794057301,0.9503922,0.2709315714699853,0.001057686776177698,0.013630085436154462,0.01623968877418558,0.40315189073282487,79,0.08028455284552846,3,0,2,1,3
padil,Tier 3 - Regular User,0.6783231966166429,0.91672426,0.3207215350043605,0.0014860872503581575,0.0020780090812098353,0.04325670345927545,0.40040000069369297,148,0.15040650406504066,1,0,2,1,5
14,Tier 3 - Regular User,0.6783157232880401,0.9730787,0.2361710974275587,0.0010089920039107229,0.0070755692297513,0.0162671281499458,0.4043677732124155,79,0.08028455284552846,4,5,2,1,3
ᴘɪᴋᴀғʀɪᴇᴅᴄʜɪᴄᴋᴇɴ,Tier 3 - Regular User,0.6779187189266157,0.99136835,0.2077442076616167,0.001047929840225627,0.0008870307421283774,0.027342388169985087,0.3886284064704001,97,0.09857723577235773,1,0,0,0,1
uuppio,Tier 3 - Regular User,0.6774781840769364,0.9620045,0.25068861686386507,0.0012863855894960075,0.00044454920642797473,0.030528080952416832,0.405415810637588,122,0.12398373983739838,1,0,0,1,3
wiindoc,Tier 3 - Regular User,0.6764811261103638,0.9750234,0.2286677021796725,0.000955298701328385,0.00483628183179085,0.027906633937832097,0.3875052029834915,93,0.09451219512195123,2,0,2,1,2
.....🪸🐚☆putzzz☆🐚🪸.....,Tier 3 - Regular User,0.6752745959575368,0.98883945,0.20492728884403733,0.0011351775427254859,0.003994739845669056,0.013932634619360904,0.39836061189559263,88,0.0894308943089431,1,0,0,1,3
mvinta,Tier 3 - Regular User,0.6742835539975267,0.994042,0.19464579681518204,0.0008929672293522513,4.7556426734155435e-05,0.033066402193492765,0.36863220802278723,93,0.09451219512195123,1,0,2,1,2
weird zeze🇩🇪,Tier 3 - Regular User,0.6740669354897922,0.9884145,0.20254546033893672,0.0011937986501463595,0.00622782423144679,0.0074983633897618834,0.4102000007106714,69,0.0701219512195122,1,0,1,1,3
nur fadil,Tier 3 - Regular User,0.6732169890173483,0.97933424,0.21404100054706335,0.0009332176916028887,0.00035563936514237975,0.03382035874195133,0.3692122744398176,98,0.09959349593495936,2,0,0,1,2
"""tamalk1nt1l""",Tier 3 - Regular User,0.6721279336074789,0.9851697,0.20256527092551174,0.0012759754065711033,0.0018609036548147778,0.011022788896341992,0.4082373212814338,88,0.0894308943089431,1,0,0,1,2
fens nasa 🇺🇸🚀,Tier 3 - Regular User,0.6719610105381896,0.96574724,0.23128167053721593,0.0010456310933048508,0.0038313938581908706,0.030411532494804862,0.3910573340108401,98,0.09959349593495936,1,0,2,1,2
"kicau mania""😷✌",Tier 3 - Regular User,0.6694963719509606,0.97915375,0.2050102119799864,0.0009592610387359145,0.00029154157258764855,0.02868930705993474,0.40040000069369297,95,0.09654471544715448,2,0,2,1,2
r,Tier 3 - Regular User,0.6691134628179485,0.92585415,0.28400243732403085,0.0009565864954907599,0.013543243265596439,0.013727209229759021,0.39701252183841634,66,0.06707317073170732,7,0,2,1,3
er,Tier 3 - Regular User,0.6686688971016079,0.95902675,0.23313202249339973,0.0010769637464030798,0.000421804828424683,0.037189343763549314,0.36993992969098,108,0.10975609756097562,1,0,0,1,2
nar setecu🌀💤🌊,Tier 3 - Regular User,0.6683912337262992,0.9627641,0.2268318982023902,0.0011064581694768514,0.004327634832808145,0.023947754523138617,0.4062933340372365,95,0.09654471544715448,1,0,2,1,3
satyaa ✦,Tier 3 - Regular User,0.6638394981939869,0.9675249,0.20831132688107024,0.0009835534819864376,0.0006161658768164487,0.031618839515907514,0.39073172424063957,99,0.10060975609756098,1,0,2,0,1
rstu💤,Tier 3 - Regular User,0.6631003177604942,0.95910966,0.2190862984562587,0.00048533693018496974,0.02523798890074353,0.0024683392955212177,0.36935757639748773,22,0.022357723577235776,3,0,3,1,2
yaraaayaaaa,Tier 3 - Regular User,0.6630162136465136,0.9174833,0.2813154798522156,0.001299388431204087,0.0022454904101431652,0.03871753606538507,0.4043677732124155,127,0.12906504065040653,1,0,0,1,5
vinss,Tier 3 - Regular User,0.6620978657365016,0.99016094,0.17000316181783193,0.0009729868115923787,0.0049189886608937295,0.009019527827686342,0.4102000007106714,63,0.06402439024390244,1,0,1,1,3
upin🐼,Tier 3 - Regular User,0.6616460176286166,0.9414784,0.24189742703662948,0.0010922203438706144,0.0012075197049020337,0.03842824760444237,0.37362165669825487,108,0.10975609756097562,1,0,0,1,2
saitama.botak6,Tier 3 - Regular User,0.6615912359459464,0.9097643,0.2893315358716409,0.0017296067166270737,0.011911851061542151,0.001460883728532688,0.40349853896217386,79,0.08028455284552846,1,0,4,1,4
เςคภ,Tier 3 - Regular User,0.660643157851254,0.9147369,0.2795024153877176,0.0013639138517390099,0.007896434508597373,0.022064029851333822,0.41992733853513037,108,0.10975609756097562,1,1,2,1,3
faiz,Tier 3 - Regular User,0.6597583635581896,0.9904118,0.1637781520519071,0.0010222969687606034,0.0006368425840921684,0.01225933843265332,0.3941779091247444,77,0.07825203252032521,1,0,0,1,2
sabiantiwulariata,Tier 3 - Regular User,0.6591430702686251,0.98727846,0.16693989408014717,0.0010047152785975966,0.0034323334077694793,0.008814936968584422,0.40735138959462514,68,0.06910569105691057,1,0,1,1,3
do,Tier 3 - Regular User,0.6582238177451526,0.9344894,0.24382534126267708,0.0013117178997405022,0.010429331149873045,0.006690735475378662,0.4174989331076585,79,0.08028455284552846,1,0,4,1,3
-🫩-,Tier 3 - Regular User,0.6577719035147799,0.9332228,0.24459560275057274,0.0011739112774556784,0.0017058283502468798,0.03263362357809316,0.3894346894713761,112,0.11382113821138212,1,0,0,1,2
"kaa,a",Tier 3 - Regular User,0.6572928767705764,0.9221073,0.26007124317308383,0.001259027487017881,0.000419737157697111,0.03642891639325661,0.3865476118723296,124,0.12601626016260165,1,0,0,1,3
xlx🇮🇲,Tier 3 - Regular User,0.6557722097692738,0.9770997,0.1737809196258212,0.001060410123801248,0.0039078976751110335,0.0074334745882499425,0.39434353009496487,69,0.0701219512195122,1,0,1,1,3
fcknzzshit_,Tier 3 - Regular User,0.655234807418061,0.98081446,0.1668652735309616,0.0009852287225870454,0.0020511293617513997,0.014253735936025256,0.4120007030842916,67,0.06808943089430895,1,0,0,1,2
superman,Tier 3 - Regular User,0.6547725415742576,0.9901446,0.15171443832819165,0.0008311475533525688,0.0033124085055703046,0.012885719948016763,0.3992078271484544,62,0.06300813008130082,1,1,2,1,3
granddream,Tier 3 - Regular User,0.6542107181828907,0.89603263,0.29147781855903343,0.0017449505972165357,0.013152453498085337,0.001499436220917349,0.4028058376077323,65,0.0660569105691057,1,1,4,1,4
0%,Tier 3 - Regular User,0.6537430026864606,0.96216065,0.1911164171337083,0.0009577797704526077,0.0012447377779983293,0.025007415392210505,0.3940124272149523,89,0.09044715447154472,1,0,2,1,2
fi🅰️n6️⃣,Tier 3 - Regular User,0.6511174370166968,0.95882803,0.18955154451661074,0.0008682361049148941,0.002551505677823818,0.02334841890408637,0.3883068273173423,79,0.08028455284552846,2,0,2,1,2
antika24♊,Tier 3 - Regular User,0.6507441391844295,0.9271595,0.23612111565936184,0.0010729436231579363,0.00019436104839176568,0.038357125392225556,0.3769227315767134,113,0.11483739837398375,1,0,2,1,3
wo,Tier 3 - Regular User,0.6500035205902173,0.921615,0.24258620525934146,0.001038185546922456,0.0012840235218221968,0.03753073853131123,0.38543638670472946,106,0.10772357723577237,2,0,2,1,2
kevin,Tier 3 - Regular User,0.6474807128084272,0.9677329,0.1671023331017719,0.0009199774035649026,0.006753012596250072,0.008140118275014575,0.39187373763090455,51,0.05182926829268293,1,0,4,1,2
arisdel8,Tier 3 - Regular User,0.6472998274412635,0.9118524,0.25047093953859867,0.0018809668012880153,0.002182397758254397,6.481477564874927e-06,0.3055135421959688,87,0.08841463414634147,1,0,3,1,3
ath,Tier 3 - Regular User,0.6472998274412635,0.9118524,0.25047093953859867,0.0018809668012880153,0.002182397758254397,6.481477564874927e-06,0.3055135421959688,87,0.08841463414634147,1,0,3,1,3
arya,Tier 3 - Regular User,0.6472998274412635,0.9118524,0.25047093953859867,0.0018809668012880153,0.002182397758254397,6.481477564874927e-06,0.3055135421959688,87,0.08841463414634147,1,0,3,1,3
fann,Tier 3 - Regular User,0.6469440652016715,0.9843576,0.14082376983859032,0.000769614646957588,0.00217725727613329,0.01475934584290565,0.396844651850324,60,0.06097560975609757,1,1,2,1,3
wiwut,Tier 3 - Regular User,0.645272919668713,0.9099446,0.2482652891028891,0.0011747811236828784,0.01723196784358484,0.00047227584147702204,0.3576743908635733,45,0.04573170731707318,2,0,4,1,2
haniiif,Tier 3 - Regular User,0.6444286300067679,0.9085291,0.24827783140653747,0.0018809668593560396,0.0018081992581409476,6.481477730486312e-06,0.3055135421959688,87,0.08841463414634147,1,0,3,1,2
excel😶‍🌫️            akun №1,Tier 3 - Regular User,0.6437311797368689,0.89916676,0.26057780509893175,0.0016551425271007954,0.007544930484910138,6.499892562929324e-06,0.29356822071505045,77,0.07825203252032521,2,0,3,1,3
juvvv,Tier 3 - Regular User,0.6434545777143814,0.9529081,0.17927429623945995,0.0009104596585054266,0.0007133464010123315,0.023787860296904578,0.38354622052554815,87,0.08841463414634147,1,1,2,0,1
bimo prasetyo,Tier 3 - Regular User,0.6432703045302917,0.9320856,0.21004734121121196,0.001059101209133301,0.0025370319827308137,0.023967875133827587,0.3940124272149523,93,0.09451219512195123,1,0,0,1,3
aqiel tsany,Tier 3 - Regular User,0.6425517828349574,0.89150333,0.2691243666123112,0.0015353412412519496,0.01190151270790429,0.001850516729526409,0.38229637540774597,81,0.08231707317073171,1,0,1,1,3
⠀ ⠀ ⠀ ⠀ ⠀᠌,Tier 3 - Regular User,0.6422562142382553,0.9072844,0.24471390748284533,0.0018809669056289611,0.0012001065981228766,6.48147803064398e-06,0.3055135421959688,87,0.08841463414634147,1,0,3,1,2
+tam🕊️,Tier 3 - Regular User,0.6422561546336105,0.90728426,0.24471390748284533,0.0018809669056289611,0.0012001065981228766,6.4814780306439795e-06,0.3055135421959688,87,0.08841463414634147,1,0,3,1,2
gl badax,Tier 3 - Regular User,0.6401789448798432,0.9060349,0.24139500214177695,0.0018809667969959464,0.0006338230251462512,6.4814775218046404e-06,0.3055135421959688,87,0.08841463414634147,1,0,3,1,2
diah sri972,Tier 3 - Regular User,0.6401789448798432,0.9060349,0.24139500214177695,0.0018809667969959464,0.0006338230251462512,6.4814775218046404e-06,0.3055135421959688,87,0.08841463414634147,1,0,3,1,2
dheebu,Tier 3 - Regular User,0.6401789448798432,0.9060349,0.24139500214177695,0.0018809667969959464,0.0006338230251462512,6.4814775218046404e-06,0.3055135421959688,87,0.08841463414634147,1,0,3,1,2
"elan jangan nakal ya, iya mah",Tier 3 - Regular User,0.6400134641079331,0.91104203,0.23347051892385517,0.0014918514823285107,0.006852260791173527,0.0027709235867334515,0.4107385565102916,75,0.07621951219512196,1,0,4,1,4
fauzannn,Tier 3 - Regular User,0.6388467267962741,0.99006736,0.11201568340570899,0.0006956920211126881,0.002282708483239461,0.009078131741405796,0.3711101627623631,40,0.04065040650406505,1,6,0,1,2
tri yulianti,Tier 3 - Regular User,0.6384802724783951,0.904962,0.23875764654709264,0.001880966863809255,0.0001838249761791433,6.481477870251457e-06,0.3055135421959688,87,0.08841463414634147,1,0,3,1,2
nanangmungils1,Tier 3 - Regular User,0.6384802724783951,0.904962,0.23875764654709264,0.001880966863809255,0.0001838249761791433,6.481477870251457e-06,0.3055135421959688,87,0.08841463414634147,1,0,3,1,2
iin,Tier 3 - Regular User,0.6384802724783951,0.904962,0.23875764654709264,0.001880966863809255,0.0001838249761791433,6.481477870251457e-06,0.3055135421959688,87,0.08841463414634147,1,0,3,1,2
@!van★*,Tier 3 - Regular User,0.6382961961052654,0.9048441,0.23847433239763938,0.0018809668520148035,0.00013548494492841075,6.4814778755068865e-06,0.3055135421959688,87,0.08841463414634147,1,0,3,1,2
kd urng ya,Tier 3 - Regular User,0.6380804591539557,0.9047055,0.23814286121801925,0.0018809668699027533,7.892758649526137e-05,6.4814779454302254e-06,0.3055135421959688,87,0.08841463414634147,1,0,3,1,2
panzskbd,Tier 3 - Regular User,0.6380804591539557,0.9047055,0.23814286121801925,0.0018809668699027533,7.892758649526137e-05,6.481477945430226e-06,0.3055135421959688,87,0.08841463414634147,1,0,3,1,2
nha_nha88,Tier 3 - Regular User,0.6369853649775932,0.8983093,0.24499938742338362,0.0018600082648958167,0.0019043247400937894,0.0005124477863136881,0.361532204016185,82,0.08333333333333334,1,0,4,1,2
rimzsukaessedoublechange🤤,Tier 3 - Regular User,0.635497402077287,0.91154474,0.22142636509083102,0.0012963993484321943,0.008169367044636874,0.005182337543403323,0.3840170219419052,70,0.07113821138211383,1,1,4,1,2
naa_,Tier 3 - Regular User,0.6349344670287048,0.9185805,0.20946542906544494,0.0009452211895401936,0.000421804828424683,0.03472610499762048,0.37997473750041144,100,0.10162601626016261,1,0,2,1,2
neyymar kee jakarta,Tier 3 - Regular User,0.6329283042800896,0.90169865,0.22977275750350773,0.0010738023787650458,8.270682910287902e-06,0.03714664323145651,0.3667595160711279,107,0.10873983739837399,1,0,2,1,2
fin.,Tier 3 - Regular User,0.6284107971656975,0.96183306,0.12827734362797344,0.0006900127766769643,0.0025370319827308137,0.01313248863347093,0.3818297809707145,55,0.05589430894308944,1,0,2,1,2
jun santuy,Tier 3 - Regular User,0.6262887045232057,0.90354604,0.2104025891640782,0.0011710198518175478,0.0007257524253777634,0.021120301175015118,0.3821407172744366,101,0.10264227642276424,1,0,0,0,1
elyraa,Tier 3 - Regular User,0.624619104938055,0.9384197,0.15391821284181106,0.0009337958568562466,0.0039078976751110335,0.008115923109497577,0.39701252183841634,55,0.05589430894308944,1,0,1,1,3
?,Tier 3 - Regular User,0.6242587544838594,0.89911854,0.21196901259819806,0.0015835180110244608,0.0009614668883209686,2.2696019994123884e-05,0.31621886847237746,73,0.0741869918699187,2,0,3,1,2
aryarizz,Tier 3 - Regular User,0.6200290895439677,0.87411964,0.2388931753579511,0.0015884652010616296,0.007489103375265695,0.00010909259389666373,0.3421573465643516,67,0.06808943089430895,1,0,4,1,3
@cowok.gendut.com,Tier 3 - Regular User,0.6193546839092565,0.8988817,0.20006407984455243,0.0013724835608491651,0.003949251089662473,0.002538406582960762,0.3971805339085977,70,0.07113821138211383,1,0,4,1,3
vannn opet,Tier 3 - Regular User,0.618977010612529,0.9505677,0.12159094305048745,0.0008004737033612843,0.004447559735007319,0.0027563310208605146,0.37859524067205175,35,0.03556910569105692,1,0,1,1,2
rehan.aj,Tier 3 - Regular User,0.6184345266588535,0.9094273,0.18194535905321585,0.0010943364763030844,0.007702073460205608,0.002116751912232517,0.3826080724117474,54,0.05487804878048781,1,0,1,1,2
mmmmm,Tier 3 - Regular User,0.6178048280908978,0.83456457,0.292665220308879,0.001318199457756054,0.0011434219123473025,0.044420192464228674,0.3879857799198083,136,0.13821138211382114,1,0,2,1,3
r e t z,Tier 3 - Regular User,0.6152257111637477,0.86938137,0.23399213626203025,0.0016131096653714142,0.005427635659876436,0.0008360332350109374,0.3841742126999657,73,0.0741869918699187,1,0,4,1,3
asher,Tier 3 - Regular User,0.6110593548795329,0.928792,0.1344602980665234,0.0008775321999067618,0.0037652283949085675,0.0038931593438887736,0.40752826818324633,47,0.047764227642276426,1,0,4,1,3
nansya ahsh,Tier 3 - Regular User,0.6093053547920035,0.95659965,0.08836381842226956,0.0006206117747352498,0.0029815811891587885,0.0025558898852020093,0.376167375401209,27,0.027439024390243906,1,0,21,1,2
spilloutfittrendy,Tier 3 - Regular User,0.6065219586036743,0.86867386,0.21329401556207256,0.0016601559612552394,0.0010379707052411316,0.00044473983243997176,0.36209012408411123,74,0.07520325203252033,1,0,4,1,2
sandhi686,Tier 3 - Regular User,0.6064416417207399,0.8825366,0.19229909994355804,0.001435495372694968,0.003105641432813107,0.00026391506819463276,0.35496883571331933,59,0.05995934959349594,1,0,4,1,3
f⚡,Tier 3 - Regular User,0.6060906252789333,0.89688396,0.1699005567848273,0.0008969056162722647,0.000760902827746487,0.021171224536170746,0.3840170219419052,81,0.08231707317073171,1,0,0,0,1
꧁epep꧂,Tier 3 - Regular User,0.6043256014791223,0.89863,0.16286896919386887,0.0009118064500601034,0.0030953030791752473,0.013320882436823328,0.3875052029834915,67,0.06808943089430895,1,0,2,1,2
sri66790,Tier 3 - Regular User,0.604224939671109,0.9152507,0.13768618188040932,0.0010293137100588858,0.002371618324525056,0.000737620005494988,0.35904269381255405,48,0.04878048780487805,1,1,4,1,2
sn0w,Tier 3 - Regular User,0.6032401489952174,0.8706337,0.20214979046060813,0.0009747776340017543,0.005330455135680552,0.015628021433286916,0.4118199217314683,78,0.07926829268292684,2,1,4,1,3
dvindylndra,Tier 3 - Regular User,0.6028578481858707,0.9352394,0.1042855287059488,0.0006279356831303441,0.003277258103201581,0.0032168117228473033,0.3810546494624508,33,0.03353658536585366,2,0,4,1,2
dzikriibrgzazdn,Tier 3 - Regular User,0.6018951694532526,0.8870358,0.17418418337014616,0.0011362454052488043,0.005971433061227865,0.001429597415177972,0.37677141775432205,52,0.052845528455284556,1,0,4,1,2
bambang spektakuler!,Tier 3 - Regular User,0.5996364538773504,0.9274709,0.10788475098823694,0.0006636343813148703,0.00671992986460892,0.0003882334553914361,0.3666162506351626,21,0.021341463414634148,1,1,4,1,2
patrick bateman,Tier 3 - Regular User,0.5995658962452824,0.86067027,0.2079092782051403,0.0011073382560009512,0.004809402112332415,0.015370197472480534,0.40966285535836594,85,0.08638211382113822,1,1,0,1,3
tole bf official316,Tier 3 - Regular User,0.5994926221315499,0.861499,0.20648303805401802,0.0013934636807206536,0.005638538074088777,0.0010777746447904917,0.39285793286982684,64,0.06504065040650407,1,0,4,1,2
azziffsyazly@ official.,Tier 3 - Regular User,0.597091769733908,0.8381777,0.23546287307858998,0.0016271387708543701,0.005607523013175198,0.0002443670062812944,0.3487690827298463,73,0.0741869918699187,1,0,1,1,3
kall,Tier 3 - Regular User,0.5963855075901637,0.85212964,0.21276928188053024,0.0015319630358747787,0.003049814323168664,0.0015304048211644457,0.3865476118723296,74,0.07520325203252033,1,1,4,1,3
lakmen,Tier 3 - Regular User,0.5946421307119506,0.8606249,0.1956679626784666,0.001293444312461103,0.006585531267316742,2.7659254990253076e-06,0.2780852152965974,58,0.05894308943089432,1,0,3,1,2
railfans ngapak🅥,Tier 3 - Regular User,0.5937006175281361,0.8973634,0.13820640736861908,0.0008059743652452163,0.004947936051079737,0.0061208521606125905,0.3946751899184257,48,0.04878048780487805,1,0,1,1,3
dewoel,Tier 3 - Regular User,0.593178370922153,0.8407415,0.22183353535668254,0.0015445341062828033,0.004865229221976858,1.0846122063275905e-05,0.31868848951647416,74,0.07520325203252033,1,0,3,1,3
brahim d van basten,Tier 3 - Regular User,0.5913297726877575,0.88605446,0.1492426281591369,0.0009854243052857805,0.00284718259186661,0.0025840872974087804,0.37541504065040654,50,0.05081300813008131,2,0,4,1,2
davaaa,Tier 3 - Regular User,0.5908534097804136,0.88557565,0.14876995686032038,0.0008331796041905354,0.006790230669346367,0.004444771387204011,0.38496210074898124,48,0.04878048780487805,1,0,2,1,2
rian(rivan fian),Tier 3 - Regular User,0.5893429161536676,0.8437259,0.2077682915896133,0.0015598375398380633,0.0023240618977909003,0.0005605808345548297,0.36490575490902655,70,0.07113821138211383,1,0,4,1,3
⛓️,Tier 3 - Regular User,0.5890181759234392,0.85896075,0.18410431823038131,0.0009739982832261635,0.00235507695870448,0.018974430926913945,0.3848042647093138,82,0.08333333333333334,1,0,21,1,2
bibb,Tier 3 - Regular User,0.5863001291857928,0.8174942,0.2395089578893706,0.0016898354185579968,0.0030663556889892396,0.0006500519010273546,0.3660443064064026,77,0.07825203252032521,2,0,4,1,3
aneppp✨,Tier 3 - Regular User,0.5856245508598175,0.8338795,0.21324211130710588,0.0016979089182955853,0.000254323499491353,0.0003376612021974009,0.35726593133841505,75,0.07621951219512196,1,0,4,1,2
kenzo.s.m.z,Tier 3 - Regular User,0.5856226564579842,0.8473379,0.1930497291519337,0.0014726229358653262,0.001931019846094406,4.088510808361723e-06,0.29301829585576533,67,0.06808943089430895,1,0,3,1,2
cyy,Tier 3 - Regular User,0.5842875207613408,0.81466,0.2387287381168455,0.0015308618605819927,0.009149442969505992,0.0001420518555952737,0.3479931782076442,60,0.06097560975609757,1,0,4,1,3
レザ,Tier 3 - Regular User,0.5839138805988302,0.862369,0.1662311405248619,0.001203119055134884,0.0035522583099686536,8.007787761244962e-06,0.3021692213863542,55,0.05589430894308944,1,0,3,1,2
𝘉𝘐 𝔟𝔢𝔫𝔠𝔦 𝔠𝔦𝔫𝔱𝔞~,Tier 3 - Regular User,0.5837742589424838,0.9081983,0.09713811241358254,0.000721026055982333,0.0013687980216526478,0.0035479282808779707,0.3910573340108401,37,0.037601626016260166,1,0,1,0,1
gntaa,Tier 3 - Regular User,0.5782705793808189,0.8675337,0.14437592278676425,0.001046535799814766,0.003304137822660017,0.0006247064254371856,0.35631647745862427,47,0.047764227642276426,1,0,1,1,2
💥,Tier 3 - Regular User,0.5764417800463525,0.85260385,0.16219858158560788,0.0007809764228490816,0.011169557270343812,0.0006259003589954202,0.3770741669851411,32,0.032520325203252036,2,0,4,1,2
🆘,Tier 3 - Regular User,0.5758502146529314,0.8491904,0.16583985609987306,0.0010552704661347149,0.004803199100149699,0.0037967061748260416,0.40074193066866626,58,0.05894308943089432,1,3,4,1,3
enaksekali,Tier 3 - Regular User,0.5731926095106854,0.8330369,0.18342609992093192,0.0014726230204254317,0.00028899390686974735,4.088511079260392e-06,0.29301829585576533,67,0.06808943089430895,1,0,3,1,2
duwiii,Tier 3 - Regular User,0.5731082363608961,0.83293706,0.1833649237164569,0.0014726229513721024,0.000278557092721051,4.088510909654355e-06,0.29301829585576533,67,0.06808943089430895,1,0,3,1,2
ateng54,Tier 3 - Regular User,0.5731082363608961,0.83293706,0.1833649237164569,0.0014726229513721024,0.000278557092721051,4.088510909654355e-06,0.29301829585576533,67,0.06808943089430895,1,0,3,1,2
asya&fajar,Tier 3 - Regular User,0.573108146953929,0.83293694,0.1833649237164569,0.0014726229513721024,0.000278557092721051,4.088510909654355e-06,0.29301829585576533,67,0.06808943089430895,1,0,3,1,2
?.,Tier 3 - Regular User,0.5712581814497859,0.87319547,0.11835216014835992,0.0007198496405731577,0.0023219942270633286,0.0023184560691632745,0.361671522784592,37,0.037601626016260166,3,0,4,1,2
na.,Tier 3 - Regular User,0.5710703403771586,0.76733714,0.27667007620649214,0.0017879687506871715,0.008233464837191605,0.0008775723920457797,0.373324423876697,86,0.08739837398373984,1,0,1,1,3
rezx2nd,Tier 3 - Regular User,0.571016942692283,0.83045065,0.18186630118013222,0.0014726229842564262,2.285514607798308e-05,4.088510958209511e-06,0.29301829585576533,67,0.06808943089430895,1,0,3,1,2
abcde?,Tier 3 - Regular User,0.5710168830876382,0.8304506,0.18186630118013222,0.0014726229842564262,2.285514607798308e-05,4.088510958209511e-06,0.29301829585576533,67,0.06808943089430895,1,0,3,1,2
riff,Tier 3 - Regular User,0.5710168830876382,0.8304506,0.18186630118013222,0.0014726229842564262,2.285514607798308e-05,4.088510958209511e-06,0.29301829585576533,67,0.06808943089430895,1,0,3,1,2
fernanda,Tier 3 - Regular User,0.5708578227781042,0.83026063,0.18175356060832337,0.0014726230076064911,3.618423773250957e-06,4.0885109763445035e-06,0.29301829585576533,67,0.06808943089430895,1,0,3,1,2
daniiii,Tier 3 - Regular User,0.5708577929757818,0.8302606,0.18175356060832337,0.0014726230076064911,3.618423773250957e-06,4.0885109763445035e-06,0.29301829585576533,67,0.06808943089430895,1,0,3,1,2
scorpio🦂,Tier 3 - Regular User,0.5708577929757818,0.8302606,0.18175356060832337,0.001472623007606491,3.618423773250957e-06,4.0885109763445035e-06,0.29301829585576533,67,0.06808943089430895,1,0,3,1,2
firmannnnnnnn,Tier 3 - Regular User,0.5708577035688146,0.83026046,0.18175356060832337,0.0014726230076064911,3.618423773250957e-06,4.0885109763445035e-06,0.29301829585576533,67,0.06808943089430895,1,0,3,1,2
bsep,Tier 3 - Regular User,0.5708278839628911,0.8302249,0.1817323577505887,0.0014726230441209245,0.0,4.088511122291959e-06,0.29301829585576533,67,0.06808943089430895,1,0,3,1,2
